12	0.00000000	0.23479230	0.00006368
12	0.10000000	0.22322490	0.00009685
12	0.12000000	0.22031005	0.00009239
12	0.14000000	0.21767500	0.00011100
12	0.16000000	0.21504235	0.00012598
12	0.18000000	0.21241243	0.00012371
12	0.20000000	0.21019746	0.00010248
12	0.22000000	0.20774196	0.00013836
12	0.24000000	0.20589816	0.00013673
12	0.26000000	0.20394237	0.00015791
12	0.27000000	0.20269830	0.00008922
12	0.28000000	0.20168094	0.00009008
12	0.29000000	0.20103122	0.00008812
12	0.30000000	0.20015802	0.00008477
12	0.31000000	0.19936327	0.00006754
12	0.31500000	0.19909068	0.00016730
12	0.32000000	0.19861699	0.00006896
12	0.33000000	0.19802131	0.00007034
12	0.34000000	0.19699854	0.00007196
12	0.35000000	0.19641420	0.00010554
12	0.36000000	0.19598142	0.00010638
12	0.37000000	0.19537439	0.00010720
12	0.38000000	0.19454736	0.00010875
12	0.39000000	0.19394114	0.00011316
12	0.40000000	0.19330599	0.00019242
12	0.50000000	0.18886308	0.00021720
12	0.60000000	0.18572206	0.00024003
12	0.70000000	0.18294172	0.00024939
12	0.80000000	0.18046340	0.00026679
12	0.90000000	0.17942373	0.00025460
12	1.00000000	0.17771601	0.00028207
12	1.10000000	0.17699941	0.00029180
12	1.20000000	0.17607354	0.00025680
12	1.30000000	0.17544520	0.00028796
12	1.40000000	0.17437827	0.00028196
16	0.31500000	0.15525871	0.00011101
18	0.00000000	0.18206393	0.00004571
18	0.10000000	0.16764295	0.00008198
18	0.12000000	0.16455755	0.00007350
18	0.14000000	0.16149153	0.00008440
18	0.16000000	0.15855373	0.00009861
18	0.18000000	0.15565334	0.00009009
18	0.20000000	0.15286497	0.00007824
18	0.22000000	0.15038883	0.00011465
18	0.24000000	0.14776294	0.00012827
18	0.26000000	0.14542963	0.00012809
18	0.27000000	0.14456156	0.00007712
18	0.28000000	0.14348169	0.00008122
18	0.29000000	0.14263067	0.00008388
18	0.30000000	0.14147863	0.00007509
18	0.31000000	0.14067699	0.00006084
18	0.32000000	0.13974965	0.00006065
18	0.33000000	0.13894849	0.00006409
18	0.34000000	0.13822561	0.00006378
18	0.35000000	0.13737507	0.00009171
18	0.36000000	0.13667249	0.00009486
18	0.37000000	0.13585237	0.00009727
18	0.38000000	0.13516908	0.00010016
18	0.39000000	0.13462716	0.00009749
18	0.40000000	0.13376672	0.00018760
18	0.50000000	0.12880876	0.00020845
18	0.60000000	0.12523388	0.00023962
18	0.70000000	0.12270793	0.00023800
18	0.80000000	0.12055279	0.00022929
18	0.90000000	0.11924815	0.00024942
18	1.00000000	0.11818328	0.00023201
18	1.10000000	0.11685708	0.00026168
18	1.20000000	0.11603812	0.00025938
18	1.30000000	0.11534156	0.00026199
18	1.40000000	0.11442435	0.00026366
20	0.31500000	0.12774453	0.00012373
24	0.00000000	0.15221488	0.00004078
24	0.10000000	0.13662133	0.00006876
24	0.12000000	0.13352799	0.00006617
24	0.14000000	0.13051445	0.00006849
