12	0.00000000	0.02526084	0.00002120
12	0.10000000	0.04998572	0.00005364
12	0.12000000	0.05473158	0.00005260
12	0.14000000	0.05932122	0.00006266
12	0.16000000	0.06344972	0.00006414
12	0.18000000	0.06726989	0.00006503
12	0.20000000	0.07086883	0.00005159
12	0.22000000	0.07415283	0.00006660
12	0.24000000	0.07700770	0.00006634
12	0.26000000	0.07963171	0.00007300
12	0.27000000	0.08100727	0.00004261
12	0.28000000	0.08228704	0.00004200
12	0.29000000	0.08330207	0.00004163
12	0.30000000	0.08446610	0.00003938
12	0.31000000	0.08543215	0.00003129
12	0.31500000	0.08589654	0.00007866
12	0.32000000	0.08645378	0.00003109
12	0.33000000	0.08730624	0.00003215
12	0.34000000	0.08833500	0.00003275
12	0.35000000	0.08915037	0.00004821
12	0.36000000	0.08986354	0.00004716
12	0.37000000	0.09068515	0.00004769
12	0.38000000	0.09148189	0.00004830
12	0.39000000	0.09224360	0.00004978
12	0.40000000	0.09285565	0.00009296
12	0.50000000	0.09839111	0.00008960
12	0.60000000	0.10209288	0.00009785
12	0.70000000	0.10491362	0.00010026
12	0.80000000	0.10730814	0.00010841
12	0.90000000	0.10875979	0.00010454
12	1.00000000	0.11022442	0.00010974
12	1.10000000	0.11115830	0.00011733
12	1.20000000	0.11203320	0.00010328
12	1.30000000	0.11277478	0.00011426
12	1.40000000	0.11353208	0.00011135
16	0.31500000	0.07862996	0.00007153
18	0.00000000	0.01683221	0.00001530
18	0.10000000	0.03583784	0.00005567
18	0.12000000	0.04015238	0.00005842
18	0.14000000	0.04457987	0.00006397
18	0.16000000	0.04892342	0.00007093
18	0.18000000	0.05305782	0.00007282
18	0.20000000	0.05720429	0.00005802
18	0.22000000	0.06089214	0.00009131
18	0.24000000	0.06459153	0.00009257
18	0.26000000	0.06793203	0.00009262
18	0.27000000	0.06935091	0.00005631
18	0.28000000	0.07091816	0.00005836
18	0.29000000	0.07225344	0.00005996
18	0.30000000	0.07373388	0.00005370
18	0.31000000	0.07502251	0.00004306
18	0.32000000	0.07635532	0.00004176
18	0.33000000	0.07752490	0.00004565
18	0.34000000	0.07859125	0.00004459
18	0.35000000	0.07984647	0.00006494
18	0.36000000	0.08088346	0.00006513
18	0.37000000	0.08196752	0.00006795
18	0.38000000	0.08292347	0.00006900
18	0.39000000	0.08378909	0.00006814
18	0.40000000	0.08493536	0.00013008
18	0.50000000	0.09216711	0.00013942
18	0.60000000	0.09717156	0.00015371
18	0.70000000	0.10077277	0.00015426
18	0.80000000	0.10366964	0.00015229
18	0.90000000	0.10557954	0.00015933
18	1.00000000	0.10721822	0.00015507
18	1.10000000	0.10879334	0.00016760
18	1.20000000	0.10993273	0.00016156
18	1.30000000	0.11076249	0.00017511
18	1.40000000	0.11185849	0.00016398
20	0.31500000	0.07323139	0.00009887
24	0.00000000	0.01259334	0.00001300
24	0.10000000	0.02770016	0.00004973
24	0.12000000	0.03157151	0.00005618
24	0.14000000	0.03550174	0.00005822
24	0.16000000	0.03946942	0.00007592
24	0.18000000	0.04354449	0.00008412
24	0.20000000	0.04782331	0.00006667
24	0.22000000	0.05178671	0.00009690
24	0.24000000	0.05582591	0.00010432
24	0.26000000	0.05961097	0.00011728
24	0.27000000	0.06127824	0.00006649
24	0.28000000	0.06294537	0.00006568
24	0.29000000	0.06474162	0.00006804
24	0.30000000	0.06636652	0.00006634
24	0.31000000	0.06790525	0.00004964
24	0.31500000	0.06875020	0.00011367
24	0.32000000	0.06930696	0.00005232
24	0.33000000	0.07075444	0.00005480
24	0.34000000	0.07223673	0.00005427
24	0.35000000	0.07361903	0.00008008
24	0.36000000	0.07470597	0.00008026
24	0.37000000	0.07620121	0.00008089
24	0.38000000	0.07716465	0.00008144
24	0.39000000	0.07846941	0.00008356
24	0.40000000	0.07940813	0.00015913
24	0.50000000	0.08817104	0.00016246
24	0.60000000	0.09417937	0.00018130
24	0.70000000	0.09869383	0.00021343
24	0.80000000	0.10176795	0.00021435
24	0.90000000	0.10451120	0.00021264
24	1.00000000	0.10633064	0.00020912
24	1.10000000	0.10803264	0.00019321
24	1.20000000	0.10940115	0.00023215
24	1.30000000	0.11073980	0.00025048
24	1.40000000	0.11151865	0.00022831
30	0.00000000	0.01005694	0.00000995
30	0.10000000	0.02235129	0.00004460
